流水號	年	月	日	發表形式	組別	組別-英	時間(分)	編號	競賽	報告者	作者	題目	組別分類(下拉選單)	題目-英	單位	研究室	物種	得獎與否	備註
140	2000	2	26-27	海報	族群生態及生態系			B12		施志昀	施志昀	臺灣產圓吻魚固 Distoechdon tumirostris之生態及人工繁殖研究	族群生態學		澎湖海事管理專校水產養殖科		臺灣產圓吻魚固 Distoechdon tumirostris		
141	2000	2	26-27	海報	族群生態及生態系			B13		施志昀	施志昀	澎湖地區招潮蟹類相之調查研究	群聚生態學		澎湖海事管理專校水產養殖科				
142	2000	2	26-27	海報	族群生態及生態系			B14		邱慈暉	邱慈暉	台南市四草地區魚類食性研究	群聚生態學		中華民國濕地保護聯盟				
143	2000	2	26-27	海報	族群生態及生態系			B15		宋克義	宋克義	台灣海域珊瑚幼苗入添之研究	群聚生態學		中山大學海生所				
144	2000	2	26-27	海報	分子及生理生態			C01		劉怡里	劉怡里	以RAPD方法分析台灣產樹蛙屬樹蛙之族群遺傳結構	生物親緣地理與分類學		台灣大學動物系				
145	2000	2	26-27	海報	分子及生理生態			C02		許庭彰	許庭彰	哈氏錦魚(Thalassoma hardwicke)粒線體控制區5撇端序列之分子族群遺傳	生物親緣地理與分類學		中央研究院動物所		哈氏錦魚(Thalassoma hardwicke)		
146	2000	2	26-27	海報	分子及生理生態			C03		胡心怡	胡心怡	利用食底泥動物之攝食率及生長率的特性來評估沈積物中有機養分之供應量	群聚生態學		海洋大學海生所				
147	2000	2	26-27	海報	分子及生理生態			C04		黃克莉	黃克莉	珊瑚體中金屬蓄積之分佈趨勢研究	生理生態		海洋大學海生所				
148	2000	2	26-27	海報	分子及生理生態			C05		黃雲清	黃雲清	摺翅蝠在不同性別及生殖時期使用休眠的差異	生理生態		東海大學生物系		摺翅蝠		
149	2000	2	26-27	海報	分子及生理生態			C06		李峻瑋	李峻瑋	臺灣地區人面蜘蛛族群地理親緣關係之研究	生物親緣地理與分類學		東海大學生物系		人面蜘蛛		
150	2000	2	26-27	海報	分子及生理生態			C07		鍾桂芳	鍾桂芳	蓋斑鬥魚(Macropodus opercularis)呼吸與離子調節系統初期發育程之探討	生理生態		中興大學動物系		蓋斑鬥魚(Macropodus opercularis)		
151	2000	2	26-27	海報	分子及生理生態			C08		黃青萸	黃青萸	高低海拔盤古蟾蜍(Bufo bankorensis)蝌蚪溫度耐受性之比較	生理生態		成功大學生物系		盤古蟾蜍(Bufo bankorensis)		
152	2000	2	26-27	海報	分子及生理生態			C09		曾美珍	曾美珍	台灣石Hind III 衛星DNA的遺傳變異及演化	生物親緣地理與分類學		成功大學生物系				
153	2000	2	26-27	海報	分子及生理生態			C10		陳鼎祐	陳鼎祐	柴山地區臺灣獼猴腸內寄生蟲之探討	群聚生態學		屏東科技大學野保系		臺灣獼猴		
154	2000	2	26	口頭報告	動物行為組		15			蘇珊慧	蘇珊慧、林惠真	漲潮期間跳彈塗魚(Periophthalmuscantonensis)離水上岸行為(clingingbehaviour)之探討	行為生態學		東海大學生物所				
155	2000	2	26	口頭報告	動物行為組		15			杜心怡	杜心怡、卓逸民	人面蜘蛛生活史及其體色多型性之初步研究	生物親緣地理與分類學		東海大學生物所		人面蜘蛛		
156	2000	2	26	口頭報告	動物行為組		15			曾立鈞	黃將修、曾立鈞	異源性懸浮物對八放珊瑚之影響	行為生態學		台灣海洋大學海洋生物研究所		八放珊瑚		
157	2000	2	26	口頭報告	動物行為組		15			張順卿	張順卿、程一駿	台灣地區望安島與蘭嶼島綠蠵龜產卵後母龜洄游之衛星追蹤路線的比較	行為生態學		台灣海洋大學海洋生物研究所		綠蠵龜		
158	2000	2	26	口頭報告	動物行為組		15			莊孟憲	莊孟憲、侯平君	不同海拔莫氏樹蛙(Rhacophorusmoltrechti)鳴叫模式與特質之比較	行為生態學		成功大學生物學系		莫氏樹蛙(Rhacophorusmoltrechti)		
159	2000	2	26	口頭報告	動物行為組		15			張素卿	張素卿、張學文	朱鸝鳴唱聲與繁殖行為研究	行為生態學		台灣大學動物學研究所		朱鸝		
160	2000	2	26	口頭報告	動物行為組		15			莊淑君	莊淑君、陳俊宏	台灣蚯蚓爬出地面行為的探討	行為生態學		台灣大學動物學研究所				
161	2000	2	26	口頭報告	動物行為組		15			吳佳倖	吳佳倖、莊淑君、宋紫玲、陳俊宏	蚯蚓卵繭的孵化	行為生態學		台灣大學動物學研究所				
162	2000	2	26	口頭報告	動物行為組		15			徐佳鈴	徐佳鈴、尤少彬	關刀溪森林生態系中繡眼畫眉(Alippemorrisonia)之食性分析	行為生態學		中興大學動物學系		繡眼畫眉(Alippemorrisonia)		
163	2000	2	26	口頭報告	動物行為組		15			尤仲妮	1.尤仲妮、1.林曜松、2.吳海音	恆春熱帶植物園區內台灣獼猴攝食行為與攝食競爭之研究	行為生態學		1.台灣大學動物研究所、2.東華大學資源管理研究所		台灣獼猴		
164	2000	2	26	口頭報告	動物行為組		15			陳淑梅	1.陳淑梅、2.吳海音、1.林曜松	高雄柴山臺灣獼猴生殖策略	行為生態學		1.台灣大學動物研究所、2.東華大學資源管理研究所		台灣獼猴		
165	2000	2	26	口頭報告	動物行為組		15			張可揚	張可揚、李玲玲	宜蘭福山試驗林臺灣獼猴(Macacacyclopis)之覓食策略	行為生態學		台灣大學動物研究所		台灣獼猴		
166	2000	2	27	口頭報告	動物行為組		15			林明墩	13.林明墩、2.方力行、3.陳昭倫	瘤海葵的分布生態與生殖策略之比較	族群生態學		1.中山大學海洋資源所、2.海洋生物博物館、3.中央研究院動物所		瘤海葵		
167	2000	2	27	口頭報告	動物行為組		15			陳建勳	1.陳建勳、1.宋克義、2.陳昭倫	食物量的多寡對美麗海葵有性與無性生殖的影響	行為生態學		1.中山大學海洋生物研究所、2.中央研究院動物所		美麗海葵		
168	2000	2	27	口頭報告	動物行為組		15			鄭安怡	1.詹榮桂、1.鄭安怡、2.戴昌鳳	南灣地區兩種同域並棲真雀鯛領域的持續性	群聚生態學		1.中央研究院動物研究所、2.台灣大學海洋研究所				
169	2000	2	27	口頭報告	動物行為組		15			梁興杰	1.梁興杰、2.李宏仁、3.陳章波	地理資訊系統為基礎之三維南灣海域水理模式	全球變遷與生態系		1.國家高速電腦中心、2.台大學海洋生物研究所、3.中央研究院動物所				
170	2000	2	26	口頭報告	族群生態及生態系組		15			蔡錦文	1.蔡錦文、2.袁孝維	杉木造林地疏伐對鳥類及小型哺乳動物群聚之影響	群聚生態學		台灣大學森林學研究所				
171	2000	2	26	口頭報告	族群生態及生態系組		15			吳啟斌	吳啟斌、楊建鴻、陳盈良、張學文	台灣杉純林疏伐前後對鳥類群聚的影響	群聚生態學		中山大學生物科學系				
172	2000	2	26	口頭報告	族群生態及生態系組		15			李璟泓	1.李璟泓、2.尤少彬	漢寶地區候鳥之群聚研究	群聚生態學		1.彰化鳥會、2.中興大學動物學系				
173	2000	2	26	口頭報告	族群生態及生態系組		15			黃子典	1.黃子典、2.李玲玲	陽明山地區台灣小蹄鼻蝠(Rhinolophusmonoceros)的族群動態	族群生態學		1.新竹林區管理處、2.台灣大學動物學系		台灣小蹄鼻蝠(Rhinolophusmonoceros)		
174	2000	2	26	口頭報告	族群生態及生態系組		15			儲瑞華	1.儲瑞華、2.吳海音、1.林曜松	柴山及玉山台灣獼猴族群的遺傳變異	生物親緣地理與分類學		1.台灣大學動物系、2.東華大學自然資源研究所		台灣獼猴		
175	2000	2	26	口頭報告	族群生態及生態系組		15			張睿昇	張睿昇、戴昌鳳	南灣海域海藻大量繁生對珊瑚群聚的影響	群聚生態學		台灣大學海洋研究所				
176	2000	2	26	口頭報告	族群生態及生態系組		15			樊同雲	1.樊同雲、1.李展榮、1.劉銘欽、12.方力行	建立中小型生態箱以研究和展示珊瑚礁生態系一國立海洋生物博物館所將扮演的角色	生物與環境教育		1.海洋生物博物館籌備處、2.中山大學海洋資源研究所				
177	2000	2	26	口頭報告	族群生態及生態系組		15			田文敏	田文敏	以側掃聲納系統進行珊瑚礁現況調查之初步結果	群聚生態學		中山大學海洋環境暨工程學系				
178	2000	2	26	口頭報告	族群生態及生態系組		15			梁世雄	梁世雄、張瑜棻、蘇冠碩、陳泳志	建立高屏溪中上游水棲昆蟲多測項環境指標之初探	野生動植物保育與經營管理		高雄師範大學生物科學研究所				
179	2000	2	26	口頭報告	族群生態及生態系組		15			梁世雄	1.梁世雄、2.謝寶森、1.林利貞	利用物種多樣性資料庫建立生物多測項指標系統一以高雄市公園鳥類為例	野生動植物保育與經營管理		1.高雄師範大學生物科學研究所、2.高雄醫學大學生物系				
180	2000	2	26	口頭報告	族群生態及生態系組		15			張明雄	張明雄、王慎之、邵廣昭	應用生物性整合指標評析島嶼型溪流水體環境	野生動植物保育與經營管理		中央研究院動物研究所				
181	2000	2	26	口頭報告	族群生態及生態系組		15			劉麗芳	劉麗芳、程一駿	淡水竹圍紅樹林食底泥動物群聚體結構的分析	群聚生態學		台灣海洋大學海洋生物研究所				
182	2000	2	27	口頭報告	族群生態及生態系組		15			邵廣昭	1.林幸助、2.邵廣昭	台灣北部紅樹林魚類群聚之季節與日夜變化	群聚生態學		1.中興大學植物學系、2.中央研究院動物研究所				
183	2000	2	27	口頭報告	族群生態及生態系組		15			邱玉娟	賴肅如、邱玉娟、楊憲鵬	烏石坑地區森林螞蟻相長期研究	群聚生態學		特有生物研究保育中心				
184	2000	2	27	口頭報告	族群生態及生態系組		15			楊憲鵬	方懷聖、楊憲鵬、邱玉娟	蘭嶼珠光鳳蝶族群長期趨勢監測	族群生態學		特有生物研究保育中心		珠光鳳蝶		
185	2000	2	27	口頭報告	族群生態及生態系組		15			邱郁文	12.邱郁文、1.陳弘成、2.李信徹、2.陳昭倫	田螺種內及種間的遺傳變異	生物親緣地理與分類學		1.台灣大學動物研究所、2.中央研究院動物研究所				
186	2000	2	26	口頭報告	分子及生理生態		15			廖德裕	1.廖德裕、2.沈世傑、1.曾晴賢	台灣產埔里中華爬岩鰍族群間分子類緣關係之研究	生物親緣地理與分類學		1.清華大學生命科學研究所、2.台灣大學動物系		埔里中華爬岩鰍		
187	2000	2	26	口頭報告	分子及生理生態		15			劉名允	1.劉名允、2.鄭益謙、1.曾晴賢	微衛星(microsatellite)於豬品種判別和親緣關係鑑定之應用	生物親緣地理與分類學		1.清華大學生命科學所、2.台灣養豬科學研究所病理生物系		家豬		
188	2000	2	26	口頭報告	分子及生理生態		15			陳義雄	陳義雄	台灣新記錄的淡水塘鱧屬Belobranchus以及與其他塘鱧屬的分子類緣關係	生物親緣地理與分類學		海洋生物博物館籌備處				
189	2000	2	26	口頭報告	分子及生理生態		15			何瓊紋	12.何瓊紋、12.戴昌鳳、3.盧重成、1.陳昭倫	以條紋章魚的形態測量與分子族群遺傳結構測試台灣海洋動物地理之假說	生物親緣地理與分類學		1.中央研究院動物研究所、2.台灣大學海洋研究所、3.中興大學動物學系		條紋章魚		
190	2000	2	26	口頭報告	分子及生理生態		15			鄭霖駿	鄭霖駿、程一駿	臺東縣蘭嶼鄉綠蠵龜稚龜之性別比的研究	生理生態		台灣海洋大學海洋生物研究所		綠蠵龜		
191	2000	2	26	口頭報告	分子及生理生態		15			蔡明利	1.蔡明利、1.戴昌鳳、2.李展榮	為何選擇有利於福山魚怪(Ichthyoxennus fushanensis)傾向先雄後雌的性轉變？	生理生態		1.台灣大學海洋所、2.海洋生物博物館籌備處		福山魚怪(Ichthyoxennus fushanensis)		
192	2000	2	26	口頭報告	分子及生理生態		15			林嘉貞	林嘉貞、杜銘章	菊池氏龜殼花Trimeresurus gracilis懷孕母蛇的溫度選擇	生理生態		台灣師範大學生物系		菊池氏龜殼花Trimeresurus gracilis		
193	2000	2	26	口頭報告	分子及生理生態		15			周文豪	周文豪、李曼玲	台灣艾氏樹蛙(Chrixalus eiffingeri)的消化道初探	生理生態		1.自然科學博物館動物學組、2.自然科學博物館植物學組		艾氏樹蛙(Chrixalus eiffingeri)		
194	2000	2	26	口頭報告	分子及生理生態		15			林思民	1.林思民、2.陳昭倫、1.呂光洋	由粒線體12S sRNA基因序列探討東亞產草蜥屬(Takydromus)蜥蜴之親緣關係與演化	生物親緣地理與分類學		1.台灣師範大學生物系、2.中央研究院動物所				
195	2000	2	26	口頭報告	分子及生理生態		15			魏汝薇	12.魏汝薇、4.劉商隱、3.C. Wallace、2.戴昌鳳、1.陳昭倫	軸孔珊瑚rDNA ITS2 的鑲嵌演化	生物親緣地理與分類學		1.中央研究院動物研究所、2.台灣大學海洋研究所、3.Museum of North Queensland, Townsville, Australia、4.中國文化大學生物系		軸孔珊瑚		
196	2000	2	26	口頭報告	分子及生理生態		15			Sin-Chi Lee	12.Chien-Hsien Kuo、1.Ching-Feng Weng、2.Stephen Ho Shih、1.Sin-Chi Lee	Distribution of LDH-C isozyme among avian taxa with evolutionary implication for amniote lactate dehydrogenase gene family	生物親緣地理與分類學		1.中央研究所動物所、2.台灣師範大學生物系				
197	2000	2	26	口頭報告	分子及生理生態		15			陳昭倫	1.陳昭倫、2.Carden C. Wallace	Analysis of four mitochondrial genes in scleractinian corals, Acropora spp, indicates an unusual case of slowly-evolving mitochondrial genome in the metazoan	生物親緣地理與分類學		1.中央研究院動物所、2.Museum of North Queensland, Australia				
198	2000	2	27	口頭報告	分子及生理生態		15			饒世君	12.饒世君、12.邵廣昭、3.J. McManus、34.M. Ablan、1.陳昭倫	南中國海三斑圓雀鯛(Dascyllus trimaculatus)粒線體控制區並排重複序列之分子族群遺傳	生物親緣地理與分類學		1.台灣海洋大學海洋生物研究所、2.中央研究院動物研究所、3. International Center for Living Aquatic Resources and Management, Manila, Philippine、4. Marine Science Institute, University of Philippine, Quzon City, Philippine.		三斑圓雀鯛(Dascyllus trimaculatus)		
199	2000	2	27	口頭報告	分子及生理生態		15			吳瑞賢	12.吳瑞賢、1.邵廣昭	台灣產狗母魚卵形態分類及分子序列鑑定之初步探討	生物親緣地理與分類學		1.中央研究所動物研究所、2.台灣海洋大學海洋生物研究所				
200	2000	2	27	口頭報告	分子及生理生態		15			楊雅雯	12.楊雅雯、1.陳昭倫、2.宋克義	珊瑚白化與共生藻歧異度關連性之初步研究	生理生態		1.中央研究院動物所、2.中山大學海洋生物研究所				
201	2000	2	27	口頭報告	分子及生理生態		15			段文宏	1.段文宏、2.張清風、1.黃將修	腎形真葉珊瑚(Euphyllia ancora)生殖特性之研究	生理生態		1.台灣海洋大學海洋生物研究所、2.台灣海洋大學水產養殖研究所		腎形真葉珊瑚(Euphyllia ancora)		
202	2001	2	12-13	海報	動物行為、生態、保育			A1			12.邱郁文、13.何瓊文、1.陳昭倫	從沒有到有-九份二山堰塞湖底棲動物群聚之時空變化	群聚生態學		1.中央研究院動物學研究所、2.國立台灣大學動物學研究所、3.國立台灣大學海洋研究所				
203	2001	2	12-13	海報	動物行為、生態、保育			A2			吳靜芳*、尤少彬	水絲蚓的生活史	族群生態學		國立中興大學動物系				
204	2001	2	12-13	海報	動物行為、生態、保育			A3			1.蔡雅芬、2.周文豪、1.林良恭	古氏赤蛙(Ranakuhlii)性別二型性近因之探討	族群生態學		1.東海大學生物系、2.國立自然科學博物館		古氏赤蛙(Ranakuhlii)		
205	2001	2	12-13	海報	動物行為、生態、保育			A4			1.陳炳煌、2.鄭一帆	大肚溪口南岸潮間帶重金屬與食物鏈之硏究	生理生態		東海大學環境科學系				
206	2001	2	12-13	海報	動物行為、生態、保育			A5			1.陳炳煌、2.張嘉祺	以無限電追蹤研究大肚溪口渡冬濱鷸族群活動模式與空間利用	族群生態學		東海大學環境科學系		濱鷸		
